Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
20.12.2024 05:15;20.12.2024 05:30;2.834,50;3.381,00;546,50;-763,00
20.12.2024 05:30;20.12.2024 05:45;2.846,00;3.293,75;447,75;-745,00
20.12.2024 05:45;20.12.2024 06:00;2.974,50;3.321,00;346,50;-667,25
20.12.2024 06:00;20.12.2024 06:15;3.331,25;3.635,00;303,75;-511,25
20.12.2024 06:15;20.12.2024 06:30;3.417,00;3.535,00;118,00;-435,25
20.12.2024 06:30;20.12.2024 06:45;3.494,50;3.564,75;70,25;-384,75
20.12.2024 06:45;20.12.2024 07:00;3.536,75;3.598,00;61,25;-366,75
20.12.2024 07:00;20.12.2024 07:15;3.624,25;3.772,75;148,50;-223,25
20.12.2024 07:15;20.12.2024 07:30;3.656,00;3.663,75;7,75;-159,00
20.12.2024 07:30;20.12.2024 07:45;3.727,00;3.728,00;1,00;-88,75
20.12.2024 07:45;20.12.2024 08:00;3.759,25;3.759,50;0,25;-49,75
20.12.2024 08:00;20.12.2024 08:15;3.771,50;3.771,50;0,00;-7,25
20.12.2024 08:15;20.12.2024 08:30;3.789,50;3.789,50;0,00;37,75
20.12.2024 08:30;20.12.2024 08:45;3.670,00;3.670,00;0,00;-18,25
20.12.2024 08:45;20.12.2024 09:00;3.708,25;3.708,25;0,00;-20,75
20.12.2024 09:00;20.12.2024 09:15;3.697,50;3.697,50;0,00;-68,50
20.12.2024 09:15;20.12.2024 09:30;3.662,75;3.662,75;0,00;-125,50
20.12.2024 09:30;20.12.2024 09:45;3.664,00;3.664,00;0,00;-125,75
20.12.2024 09:45;20.12.2024 10:00;3.684,25;3.684,25;0,00;-154,00
20.12.2024 10:00;20.12.2024 10:15;3.695,75;3.695,75;0,00;-229,00
20.12.2024 10:15;20.12.2024 10:30;3.707,00;3.707,00;0,00;-261,00
20.12.2024 10:30;20.12.2024 10:45;3.720,25;3.720,25;0,00;-357,75
20.12.2024 10:45;20.12.2024 11:00;3.727,50;3.727,75;0,25;-425,75
20.12.2024 11:00;20.12.2024 11:15;3.708,00;3.708,25;0,25;-540,25
20.12.2024 11:15;20.12.2024 11:30;3.729,50;3.730,00;0,50;-588,75
20.12.2024 11:30;20.12.2024 11:45;3.853,00;3.853,50;0,50;-508,00
20.12.2024 11:45;20.12.2024 12:00;3.846,50;3.847,25;0,75;-489,00
20.12.2024 12:00;20.12.2024 12:15;3.817,00;3.817,75;0,75;-507,50
20.12.2024 12:15;20.12.2024 12:30;3.812,50;3.813,25;0,75;-506,25
20.12.2024 12:30;20.12.2024 12:45;3.784,50;3.785,50;1,00;-504,75
20.12.2024 12:45;20.12.2024 13:00;3.753,25;3.763,25;10,00;-460,25
20.12.2024 13:00;20.12.2024 13:15;3.723,25;3.733,50;10,25;-430,25
20.12.2024 13:15;20.12.2024 13:30;3.705,50;3.706,75;1,25;-333,25
20.12.2024 13:30;20.12.2024 13:45;3.652,00;3.652,75;0,75;-233,00
20.12.2024 13:45;20.12.2024 14:00;3.662,25;3.665,00;2,75;-82,00
20.12.2024 14:00;20.12.2024 14:15;3.682,00;3.726,25;44,25;61,00
20.12.2024 14:15;20.12.2024 14:30;3.659,25;3.662,50;3,25;147,50
20.12.2024 14:30;20.12.2024 14:45;3.634,25;3.634,75;0,50;244,25
20.12.2024 14:45;20.12.2024 15:00;3.630,50;3.631,25;0,75;394,25
20.12.2024 15:00;20.12.2024 15:15;3.638,50;3.638,75;0,25;546,25
20.12.2024 15:15;20.12.2024 15:30;3.620,25;3.620,50;0,25;632,25
20.12.2024 15:30;20.12.2024 15:45;3.626,75;3.627,00;0,25;709,50
20.12.2024 15:45;20.12.2024 16:00;3.644,00;3.644,00;0,00;819,75
20.12.2024 16:00;20.12.2024 16:15;3.678,25;3.678,25;0,00;915,75
20.12.2024 16:15;20.12.2024 16:30;3.691,75;3.691,75;0,00;995,25
20.12.2024 16:30;20.12.2024 16:45;3.732,50;3.732,50;0,00;1.052,50
20.12.2024 16:45;20.12.2024 17:00;3.739,50;3.739,50;0,00;1.005,75
20.12.2024 17:00;20.12.2024 17:15;3.717,25;3.717,25;0,00;935,25
20.12.2024 17:15;20.12.2024 17:30;3.720,75;3.720,75;0,00;936,00
20.12.2024 17:30;20.12.2024 17:45;3.718,50;3.718,50;0,00;960,75
20.12.2024 17:45;20.12.2024 18:00;3.649,75;3.649,75;0,00;910,25
20.12.2024 18:00;20.12.2024 18:15;3.652,75;3.652,75;0,00;898,50
20.12.2024 18:15;20.12.2024 18:30;3.608,50;3.608,50;0,00;857,75
20.12.2024 18:30;20.12.2024 18:45;3.607,50;3.607,50;0,00;894,00
20.12.2024 18:45;20.12.2024 19:00;3.576,50;3.576,50;0,00;863,75
20.12.2024 19:00;20.12.2024 19:15;3.561,75;3.561,75;0,00;836,00
20.12.2024 19:15;20.12.2024 19:30;3.548,00;3.548,00;0,00;797,25
20.12.2024 19:30;20.12.2024 19:45;3.517,50;3.517,50;0,00;759,25
20.12.2024 19:45;20.12.2024 20:00;3.471,50;3.471,75;0,25;702,50
20.12.2024 20:00;20.12.2024 20:15;3.417,75;3.418,25;0,50;654,75
20.12.2024 20:15;20.12.2024 20:30;3.349,50;3.350,25;0,75;646,75
20.12.2024 20:30;20.12.2024 20:45;3.325,00;3.325,75;0,75;655,00
20.12.2024 20:45;20.12.2024 21:00;3.263,00;3.265,25;2,25;634,50
20.12.2024 21:00;20.12.2024 21:15;3.223,00;3.223,75;0,75;611,00
20.12.2024 21:15;20.12.2024 21:30;3.197,25;3.198,00;0,75;607,00
20.12.2024 21:30;20.12.2024 21:45;3.184,50;3.186,75;2,25;615,00
20.12.2024 21:45;20.12.2024 22:00;3.131,50;3.133,50;2,00;573,00
20.12.2024 22:00;20.12.2024 22:15;3.112,25;3.114,25;2,00;590,50
20.12.2024 22:15;20.12.2024 22:30;3.083,00;3.085,00;2,00;534,50
20.12.2024 22:30;20.12.2024 22:45;3.039,25;3.041,25;2,00;489,25
20.12.2024 22:45;20.12.2024 23:00;2.995,50;2.997,50;2,00;467,50
20.12.2024 23:00;20.12.2024 23:15;2.942,00;2.942,50;0,50;434,50
20.12.2024 23:15;20.12.2024 23:30;2.961,00;2.961,50;0,50;467,00
20.12.2024 23:30;20.12.2024 23:45;2.958,25;2.960,25;2,00;472,00
20.12.2024 23:45;21.12.2024 00:00;2.889,75;2.891,75;2,00;386,50
21.12.2024 00:00;21.12.2024 00:15;2.801,25;2.802,25;1,00;303,75
21.12.2024 00:15;21.12.2024 00:30;2.799,50;2.802,00;2,50;302,75
21.12.2024 00:30;21.12.2024 00:45;2.794,25;2.841,75;47,50;267,25
21.12.2024 00:45;21.12.2024 01:00;2.758,50;2.829,25;70,75;199,25
21.12.2024 01:00;21.12.2024 01:15;2.762,25;2.768,75;6,50;142,00
21.12.2024 01:15;21.12.2024 01:30;2.744,00;2.757,50;13,50;109,50
21.12.2024 01:30;21.12.2024 01:45;2.736,00;2.796,75;60,75;83,75
21.12.2024 01:45;21.12.2024 02:00;2.707,75;2.837,50;129,75;59,00
21.12.2024 02:00;21.12.2024 02:15;2.713,50;2.924,50;211,00;35,25
21.12.2024 02:15;21.12.2024 02:30;2.689,25;2.953,25;264,00;-29,25
21.12.2024 02:30;21.12.2024 02:45;2.731,50;3.029,75;298,25;-25,75
21.12.2024 02:45;21.12.2024 03:00;2.713,50;3.038,00;324,50;-81,25
21.12.2024 03:00;21.12.2024 03:15;2.713,75;3.261,00;547,25;-102,50
21.12.2024 03:15;21.12.2024 03:30;2.715,50;3.241,50;526,00;-82,25
21.12.2024 03:30;21.12.2024 03:45;2.697,50;3.233,00;535,50;-112,75
21.12.2024 03:45;21.12.2024 04:00;2.720,50;3.265,75;545,25;-105,25
21.12.2024 04:00;21.12.2024 04:15;2.744,25;3.295,50;551,25;-92,75
21.12.2024 04:15;21.12.2024 04:30;2.720,50;3.271,75;551,25;-136,00
21.12.2024 04:30;21.12.2024 04:45;2.738,25;3.288,50;550,25;-152,00
21.12.2024 04:45;21.12.2024 05:00;2.735,00;3.284,75;549,75;-213,00
21.12.2024 05:00;21.12.2024 05:15;2.744,75;3.280,50;535,75;-212,25
21.12.2024 05:15;21.12.2024 05:30;2.750,25;3.275,00;524,75;-209,75
21.12.2024 05:30;21.12.2024 05:45;2.756,25;3.269,75;513,50;-242,75
21.12.2024 05:45;21.12.2024 06:00;2.785,25;3.297,25;512,00;-219,50
21.12.2024 06:00;21.12.2024 06:15;2.832,00;3.363,75;531,75;-258,00
21.12.2024 06:15;21.12.2024 06:30;2.840,25;3.362,25;522,00;-268,25
21.12.2024 06:30;21.12.2024 06:45;2.854,00;3.373,50;519,50;-285,75
21.12.2024 06:45;21.12.2024 07:00;2.892,00;3.412,50;520,50;-244,75
21.12.2024 07:00;21.12.2024 07:15;2.948,75;3.112,50;163,75;-216,75
21.12.2024 07:15;21.12.2024 07:30;2.968,50;3.052,00;83,50;-205,00
21.12.2024 07:30;21.12.2024 07:45;3.015,25;3.030,25;15,00;-174,25
21.12.2024 07:45;21.12.2024 08:00;3.054,75;3.056,50;1,75;-185,25
21.12.2024 08:00;21.12.2024 08:15;3.132,75;3.133,00;0,25;-186,25
21.12.2024 08:15;21.12.2024 08:30;3.160,75;3.160,75;0,00;-194,50
21.12.2024 08:30;21.12.2024 08:45;3.191,00;3.191,00;0,00;-189,25
21.12.2024 08:45;21.12.2024 09:00;3.230,25;3.230,25;0,00;-145,25
21.12.2024 09:00;21.12.2024 09:15;3.270,50;3.270,50;0,00;-124,00
21.12.2024 09:15;21.12.2024 09:30;3.297,50;3.297,50;0,00;-118,25
21.12.2024 09:30;21.12.2024 09:45;3.342,25;3.342,25;0,00;-96,00
21.12.2024 09:45;21.12.2024 10:00;3.386,00;3.386,00;0,00;-52,25
21.12.2024 10:00;21.12.2024 10:15;3.371,00;3.371,00;0,00;-70,25
21.12.2024 10:15;21.12.2024 10:30;3.413,25;3.413,25;0,00;-43,50
21.12.2024 10:30;21.12.2024 10:45;3.427,50;3.427,75;0,25;-73,25
21.12.2024 10:45;21.12.2024 11:00;3.444,50;3.444,75;0,25;-93,50
21.12.2024 11:00;21.12.2024 11:15;3.474,50;3.474,75;0,25;-71,50
21.12.2024 11:15;21.12.2024 11:30;3.499,50;3.499,75;0,25;-40,25
21.12.2024 11:30;21.12.2024 11:45;3.523,50;3.523,75;0,25;-38,50
21.12.2024 11:45;21.12.2024 12:00;3.495,25;3.495,50;0,25;-68,00
21.12.2024 12:00;21.12.2024 12:15;3.457,00;3.457,25;0,25;-91,50
21.12.2024 12:15;21.12.2024 12:30;3.472,25;3.472,50;0,25;-34,50
21.12.2024 12:30;21.12.2024 12:45;3.447,00;3.447,25;0,25;-10,25
21.12.2024 12:45;21.12.2024 13:00;3.433,75;3.434,50;0,75;15,00
21.12.2024 13:00;21.12.2024 13:15;3.396,00;3.407,25;11,25;0,25
21.12.2024 13:15;21.12.2024 13:30;3.366,75;3.388,00;21,25;3,25
21.12.2024 13:30;21.12.2024 13:45;3.352,75;3.388,50;35,75;34,75
21.12.2024 13:45;21.12.2024 14:00;3.336,00;3.376,00;40,00;63,50
21.12.2024 14:00;21.12.2024 14:15;3.343,50;3.389,00;45,50;101,00
21.12.2024 14:15;21.12.2024 14:30;3.322,50;3.345,25;22,75;141,50
21.12.2024 14:30;21.12.2024 14:45;3.331,25;3.342,75;11,50;185,00
21.12.2024 14:45;21.12.2024 15:00;3.323,75;3.324,50;0,75;173,50
21.12.2024 15:00;21.12.2024 15:15;3.342,75;3.343,00;0,25;192,00
21.12.2024 15:15;21.12.2024 15:30;3.347,75;3.348,00;0,25;208,25
21.12.2024 15:30;21.12.2024 15:45;3.350,25;3.350,50;0,25;230,25
21.12.2024 15:45;21.12.2024 16:00;3.394,75;3.397,50;2,75;260,50
21.12.2024 16:00;21.12.2024 16:15;3.422,75;3.466,50;43,75;285,25
21.12.2024 16:15;21.12.2024 16:30;3.462,75;3.478,75;16,00;293,25
21.12.2024 16:30;21.12.2024 16:45;3.469,25;3.470,75;1,50;264,00
21.12.2024 16:45;21.12.2024 17:00;3.481,25;3.481,75;0,50;220,00
21.12.2024 17:00;21.12.2024 17:15;3.397,75;3.399,75;2,00;98,50
21.12.2024 17:15;21.12.2024 17:30;3.403,25;3.404,75;1,50;67,50
21.12.2024 17:30;21.12.2024 17:45;3.409,00;3.410,00;1,00;42,00
21.12.2024 17:45;21.12.2024 18:00;3.420,50;3.421,25;0,75;10,25
21.12.2024 18:00;21.12.2024 18:15;3.401,75;3.402,25;0,50;-38,75
21.12.2024 18:15;21.12.2024 18:30;3.426,75;3.428,00;1,25;-89,00
21.12.2024 18:30;21.12.2024 18:45;3.416,50;3.426,50;10,00;-187,00
21.12.2024 18:45;21.12.2024 19:00;3.422,75;3.432,75;10,00;-227,50
21.12.2024 19:00;21.12.2024 19:15;3.420,75;3.422,00;1,25;-270,75
21.12.2024 19:15;21.12.2024 19:30;3.407,75;3.410,25;2,50;-362,25
21.12.2024 19:30;21.12.2024 19:45;3.408,25;3.452,00;43,75;-442,50
21.12.2024 19:45;21.12.2024 20:00;3.388,75;3.434,75;46,00;-509,00
21.12.2024 20:00;21.12.2024 20:15;3.380,75;3.501,00;120,25;-559,25
21.12.2024 20:15;21.12.2024 20:30;3.328,00;3.463,25;135,25;-664,50
21.12.2024 20:30;21.12.2024 20:45;3.299,00;3.474,75;175,75;-733,00
21.12.2024 20:45;21.12.2024 21:00;3.266,75;3.459,00;192,25;-808,50
21.12.2024 21:00;21.12.2024 21:15;3.252,00;3.512,75;260,75;-882,25
21.12.2024 21:15;21.12.2024 21:30;3.219,75;3.463,00;243,25;-958,00
21.12.2024 21:30;21.12.2024 21:45;3.189,25;3.433,50;244,25;-1.011,25
21.12.2024 21:45;21.12.2024 22:00;3.186,75;3.427,25;240,50;-1.002,00
21.12.2024 22:00;21.12.2024 22:15;3.129,25;3.368,50;239,25;-993,75
21.12.2024 22:15;21.12.2024 22:30;3.107,00;3.368,25;261,25;-1.067,25
21.12.2024 22:30;21.12.2024 22:45;3.064,25;3.333,25;269,00;-1.107,00
21.12.2024 22:45;21.12.2024 23:00;3.025,75;3.293,75;268,00;-1.129,75
21.12.2024 23:00;21.12.2024 23:15;2.985,00;3.363,75;378,75;-1.162,00
21.12.2024 23:15;21.12.2024 23:30;2.946,00;3.327,00;381,00;-1.204,25
21.12.2024 23:30;21.12.2024 23:45;2.921,25;3.297,00;375,75;-1.208,25
21.12.2024 23:45;22.12.2024 00:00;2.868,50;3.233,50;365,00;-1.184,25
22.12.2024 00:00;22.12.2024 00:15;2.840,00;3.242,50;402,50;-1.157,50
22.12.2024 00:15;22.12.2024 00:30;2.797,00;3.195,25;398,25;-1.180,50
22.12.2024 00:30;22.12.2024 00:45;2.787,25;3.184,25;397,00;-1.115,00
22.12.2024 00:45;22.12.2024 01:00;2.688,00;3.082,75;394,75;-1.150,75
22.12.2024 01:00;22.12.2024 01:15;2.481,50;2.997,00;515,50;-1.136,75
22.12.2024 01:15;22.12.2024 01:30;2.408,25;2.922,50;514,25;-1.133,25
22.12.2024 01:30;22.12.2024 01:45;2.420,50;2.935,75;515,25;-1.081,25
22.12.2024 01:45;22.12.2024 02:00;2.391,75;2.908,50;516,75;-1.101,00
22.12.2024 02:00;22.12.2024 02:15;2.379,50;2.897,00;517,50;-1.050,25
22.12.2024 02:15;22.12.2024 02:30;2.378,00;2.895,75;517,75;-1.055,75
22.12.2024 02:30;22.12.2024 02:45;2.374,00;2.894,50;520,50;-1.086,25
22.12.2024 02:45;22.12.2024 03:00;2.335,00;2.853,25;518,25;-1.087,25
22.12.2024 03:00;22.12.2024 03:15;2.352,25;2.876,75;524,50;-975,25
22.12.2024 03:15;22.12.2024 03:30;2.345,50;2.873,75;528,25;-855,75
22.12.2024 03:30;22.12.2024 03:45;2.316,50;2.840,50;524,00;-835,50
22.12.2024 03:45;22.12.2024 04:00;2.290,25;2.813,00;522,75;-801,75
22.12.2024 04:00;22.12.2024 04:15;2.393,25;2.902,25;509,00;-678,50
22.12.2024 04:15;22.12.2024 04:30;2.413,00;2.921,25;508,25;-615,75
22.12.2024 04:30;22.12.2024 04:45;2.415,50;2.923,25;507,75;-551,00
22.12.2024 04:45;22.12.2024 05:00;2.428,25;2.935,00;506,75;-488,50
22.12.2024 05:00;22.12.2024 05:15;2.386,00;2.876,75;490,75;-454,75
22.12.2024 05:15;22.12.2024 05:30;2.385,75;2.869,75;484,00;-367,25
22.12.2024 05:30;22.12.2024 05:45;2.344,00;2.816,25;472,25;-342,75
22.12.2024 05:45;22.12.2024 06:00;2.370,00;2.811,25;441,25;-339,75
22.12.2024 06:00;22.12.2024 06:15;2.324,75;2.809,75;485,00;-329,75
22.12.2024 06:15;22.12.2024 06:30;2.298,75;2.785,50;486,75;-278,25
22.12.2024 06:30;22.12.2024 06:45;2.362,00;2.801,00;439,00;-228,50
22.12.2024 06:45;22.12.2024 07:00;2.383,75;2.769,50;385,75;-180,75
22.12.2024 07:00;22.12.2024 07:15;2.443,50;2.813,50;370,00;-42,00
22.12.2024 07:15;22.12.2024 07:30;2.476,25;2.802,50;326,25;80,25
22.12.2024 07:30;22.12.2024 07:45;2.516,50;2.802,50;286,00;156,00
22.12.2024 07:45;22.12.2024 08:00;2.527,75;2.771,25;243,50;234,75
22.12.2024 08:00;22.12.2024 08:15;2.669,50;2.904,50;235,00;430,50
22.12.2024 08:15;22.12.2024 08:30;2.698,00;2.938,75;240,75;543,75
22.12.2024 08:30;22.12.2024 08:45;2.753,50;2.830,25;76,75;611,50
22.12.2024 08:45;22.12.2024 09:00;2.799,75;2.804,75;5,00;629,25
22.12.2024 09:00;22.12.2024 09:15;2.855,00;2.859,00;4,00;609,50
22.12.2024 09:15;22.12.2024 09:30;2.897,00;2.900,50;3,50;607,50
22.12.2024 09:30;22.12.2024 09:45;2.915,50;2.918,00;2,50;610,00
22.12.2024 09:45;22.12.2024 10:00;2.927,00;2.929,50;2,50;653,50
22.12.2024 10:00;22.12.2024 10:15;2.958,25;2.960,75;2,50;668,25
22.12.2024 10:15;22.12.2024 10:30;3.027,75;3.030,25;2,50;735,75
22.12.2024 10:30;22.12.2024 10:45;3.056,25;3.058,75;2,50;783,25
22.12.2024 10:45;22.12.2024 11:00;3.100,50;3.103,00;2,50;832,25
22.12.2024 11:00;22.12.2024 11:15;3.166,25;3.170,00;3,75;867,00
22.12.2024 11:15;22.12.2024 11:30;3.230,75;3.234,75;4,00;883,75
22.12.2024 11:30;22.12.2024 11:45;3.244,25;3.247,00;2,75;903,25
22.12.2024 11:45;22.12.2024 12:00;3.222,00;3.224,25;2,25;917,50
22.12.2024 12:00;22.12.2024 12:15;3.211,25;3.213,50;2,25;944,75
22.12.2024 12:15;22.12.2024 12:30;3.166,25;3.168,50;2,25;929,50
22.12.2024 12:30;22.12.2024 12:45;3.174,25;3.176,50;2,25;944,75
22.12.2024 12:45;22.12.2024 13:00;3.102,50;3.104,75;2,25;1.020,75
22.12.2024 13:00;22.12.2024 13:15;3.044,75;3.047,00;2,25;1.063,50
22.12.2024 13:15;22.12.2024 13:30;3.041,00;3.043,25;2,25;1.078,00
22.12.2024 13:30;22.12.2024 13:45;3.046,00;3.048,25;2,25;1.105,75
22.12.2024 13:45;22.12.2024 14:00;3.011,75;3.014,25;2,50;1.147,25
22.12.2024 14:00;22.12.2024 14:15;3.041,00;3.043,50;2,50;1.229,00
22.12.2024 14:15;22.12.2024 14:30;3.020,25;3.022,75;2,50;1.269,75
22.12.2024 14:30;22.12.2024 14:45;3.046,00;3.047,25;1,25;1.333,75
22.12.2024 14:45;22.12.2024 15:00;3.017,00;3.017,75;0,75;1.321,50
22.12.2024 15:00;22.12.2024 15:15;3.023,75;3.024,50;0,75;1.324,00
22.12.2024 15:15;22.12.2024 15:30;3.038,75;3.039,50;0,75;1.340,50
22.12.2024 15:30;22.12.2024 15:45;3.075,50;3.076,25;0,75;1.389,25
22.12.2024 15:45;22.12.2024 16:00;3.069,25;3.070,25;1,00;1.388,00
22.12.2024 16:00;22.12.2024 16:15;3.106,75;3.107,50;0,75;1.395,75
22.12.2024 16:15;22.12.2024 16:30;3.139,50;3.140,00;0,50;1.367,50
22.12.2024 16:30;22.12.2024 16:45;3.189,00;3.189,50;0,50;1.354,00
22.12.2024 16:45;22.12.2024 17:00;3.200,50;3.201,00;0,50;1.343,75
22.12.2024 17:00;22.12.2024 17:15;3.200,25;3.200,75;0,50;1.320,00
22.12.2024 17:15;22.12.2024 17:30;3.266,50;3.267,00;0,50;1.331,25
22.12.2024 17:30;22.12.2024 17:45;3.263,75;3.264,25;0,50;1.315,75
22.12.2024 17:45;22.12.2024 18:00;3.261,25;3.261,75;0,50;1.281,75
22.12.2024 18:00;22.12.2024 18:15;3.215,25;3.215,75;0,50;1.240,50
22.12.2024 18:15;22.12.2024 18:30;3.241,25;3.241,75;0,50;1.227,50
22.12.2024 18:30;22.12.2024 18:45;3.243,75;3.244,25;0,50;1.159,50
22.12.2024 18:45;22.12.2024 19:00;3.271,00;3.271,50;0,50;1.100,50
22.12.2024 19:00;22.12.2024 19:15;3.220,50;3.221,00;0,50;1.047,75
22.12.2024 19:15;22.12.2024 19:30;3.177,25;3.177,75;0,50;1.058,00
22.12.2024 19:30;22.12.2024 19:45;3.139,75;3.140,50;0,75;1.107,00
22.12.2024 19:45;22.12.2024 20:00;3.118,50;3.118,75;0,25;1.074,50
22.12.2024 20:00;22.12.2024 20:15;3.059,50;3.059,75;0,25;1.014,00
22.12.2024 20:15;22.12.2024 20:30;3.053,00;3.053,25;0,25;1.015,00
22.12.2024 20:30;22.12.2024 20:45;3.035,50;3.035,75;0,25;1.011,25
22.12.2024 20:45;22.12.2024 21:00;2.986,25;2.986,50;0,25;963,00
22.12.2024 21:00;22.12.2024 21:15;2.940,50;2.940,75;0,25;920,00
22.12.2024 21:15;22.12.2024 21:30;2.897,00;2.897,25;0,25;917,75
22.12.2024 21:30;22.12.2024 21:45;2.887,50;2.888,00;0,50;949,25
22.12.2024 21:45;22.12.2024 22:00;2.847,25;2.847,75;0,50;909,00
22.12.2024 22:00;22.12.2024 22:15;2.794,75;2.795,25;0,50;916,00
22.12.2024 22:15;22.12.2024 22:30;2.783,00;2.783,75;0,75;929,25
22.12.2024 22:30;22.12.2024 22:45;2.766,00;2.767,00;1,00;909,75
22.12.2024 22:45;22.12.2024 23:00;2.760,25;2.769,75;9,50;882,50
22.12.2024 23:00;22.12.2024 23:15;2.650,00;2.772,75;122,75;782,75
22.12.2024 23:15;22.12.2024 23:30;2.603,50;2.815,00;211,50;740,25
22.12.2024 23:30;22.12.2024 23:45;2.580,75;2.890,25;309,50;724,25
22.12.2024 23:45;23.12.2024 00:00;2.544,50;2.897,75;353,25;650,75
23.12.2024 00:00;23.12.2024 00:15;2.533,00;2.918,50;385,50;627,50
23.12.2024 00:15;23.12.2024 00:30;2.514,25;2.973,75;459,50;571,50
23.12.2024 00:30;23.12.2024 00:45;2.526,50;3.035,75;509,25;568,00
23.12.2024 00:45;23.12.2024 01:00;2.484,00;3.013,00;529,00;522,75
23.12.2024 01:00;23.12.2024 01:15;2.441,25;2.965,00;523,75;507,00
23.12.2024 01:15;23.12.2024 01:30;2.422,75;2.963,00;540,25;501,75
23.12.2024 01:30;23.12.2024 01:45;2.462,00;3.006,25;544,25;517,75
23.12.2024 01:45;23.12.2024 02:00;2.386,25;2.930,00;543,75;457,50
23.12.2024 02:00;23.12.2024 02:15;2.399,50;2.942,00;542,50;481,75
23.12.2024 02:15;23.12.2024 02:30;2.403,25;2.945,50;542,25;485,00
23.12.2024 02:30;23.12.2024 02:45;2.425,75;2.967,50;541,75;484,50
23.12.2024 02:45;23.12.2024 03:00;2.428,00;2.977,75;549,75;485,00
23.12.2024 03:00;23.12.2024 03:15;2.461,00;3.010,50;549,50;484,75
23.12.2024 03:15;23.12.2024 03:30;2.469,75;3.007,75;538,00;465,75
23.12.2024 03:30;23.12.2024 03:45;2.472,50;3.008,00;535,50;463,00
23.12.2024 03:45;23.12.2024 04:00;2.484,50;3.031,75;547,25;472,00
23.12.2024 04:00;23.12.2024 04:15;2.531,00;3.077,00;546,00;491,50
23.12.2024 04:15;23.12.2024 04:30;2.523,00;3.056,75;533,75;466,25
23.12.2024 04:30;23.12.2024 04:45;2.552,75;3.063,25;510,50;458,75
23.12.2024 04:45;23.12.2024 05:00;2.598,00;3.108,75;510,75;468,50
23.12.2024 05:00;23.12.2024 05:15;2.660,50;3.184,50;524,00;465,25
23.12.2024 05:15;23.12.2024 05:30;2.646,00;3.161,25;515,25;396,00
23.12.2024 05:30;23.12.2024 05:45;2.706,25;3.159,25;453,00;424,00
23.12.2024 05:45;23.12.2024 06:00;2.732,75;3.146,50;413,75;458,25
23.12.2024 06:00;23.12.2024 06:15;2.801,75;3.276,00;474,25;494,00
23.12.2024 06:15;23.12.2024 06:30;2.824,25;3.238,75;414,50;511,75
23.12.2024 06:30;23.12.2024 06:45;2.887,75;3.301,25;413,50;559,75
23.12.2024 06:45;23.12.2024 07:00;2.920,75;3.291,00;370,25;555,00
23.12.2024 07:00;23.12.2024 07:15;3.004,00;3.127,75;123,75;591,25
23.12.2024 07:15;23.12.2024 07:30;3.044,50;3.104,25;59,75;558,00
23.12.2024 07:30;23.12.2024 07:45;3.122,00;3.175,25;53,25;563,50
23.12.2024 07:45;23.12.2024 08:00;3.156,00;3.208,75;52,75;526,25
23.12.2024 08:00;23.12.2024 08:15;3.209,00;3.212,00;3,00;549,75
23.12.2024 08:15;23.12.2024 08:30;3.270,00;3.271,25;1,25;541,00
23.12.2024 08:30;23.12.2024 08:45;3.323,50;3.324,75;1,25;507,25
23.12.2024 08:45;23.12.2024 09:00;3.354,50;3.356,00;1,50;464,75
23.12.2024 09:00;23.12.2024 09:15;3.350,00;3.351,25;1,25;369,00
23.12.2024 09:15;23.12.2024 09:30;3.386,75;3.388,00;1,25;309,75
23.12.2024 09:30;23.12.2024 09:45;3.436,25;3.437,75;1,50;272,25
23.12.2024 09:45;23.12.2024 10:00;3.421,25;3.437,00;15,75;203,75
23.12.2024 10:00;23.12.2024 10:15;3.427,25;3.443,75;16,50;160,25
23.12.2024 10:15;23.12.2024 10:30;3.452,25;3.498,50;46,25;123,00
23.12.2024 10:30;23.12.2024 10:45;3.474,75;3.523,00;48,25;103,00
23.12.2024 10:45;23.12.2024 11:00;3.468,75;3.537,25;68,50;41,25
23.12.2024 11:00;23.12.2024 11:15;3.483,25;3.541,50;58,25;-20,50
23.12.2024 11:15;23.12.2024 11:30;3.504,00;3.582,25;78,25;-53,75
23.12.2024 11:30;23.12.2024 11:45;3.535,75;3.608,25;72,50;-56,50
23.12.2024 11:45;23.12.2024 12:00;3.500,50;3.631,50;131,00;-63,75
23.12.2024 12:00;23.12.2024 12:15;3.460,75;3.541,00;80,25;-33,25
23.12.2024 12:15;23.12.2024 12:30;3.421,50;3.493,50;72,00;-45,75
23.12.2024 12:30;23.12.2024 12:45;3.386,75;3.474,25;87,50;-48,50
23.12.2024 12:45;23.12.2024 13:00;3.328,75;3.403,50;74,75;-48,75
23.12.2024 13:00;23.12.2024 13:15;3.310,75;3.574,75;264,00;-1,75
23.12.2024 13:15;23.12.2024 13:30;3.265,00;3.529,25;264,25;37,50
23.12.2024 13:30;23.12.2024 13:45;3.221,50;3.468,00;246,50;118,00
23.12.2024 13:45;23.12.2024 14:00;3.178,50;3.433,00;254,50;148,25
23.12.2024 14:00;23.12.2024 14:15;3.174,00;3.450,50;276,50;212,75
23.12.2024 14:15;23.12.2024 14:30;3.132,50;3.378,50;246,00;260,00
